pitch,roll,yaw,accelX,accelY,accelZ,latitude,longitude,altitude,GPS_fix
8.03,0.27,0.19,-1558.98,909.1,4486.75,0,0,0,0
-0.97,0.27,1.19,-1565.98,878.1,4498.75,0,0,0,0
-8.97,-1.73,3.19,-1558.98,870.1,4498.75,0,0,0,0
6.03,0.27,0.19,-1542.98,865.1,4504.75,0,0,0,0
0.03,-2.73,1.19,-1558.98,879.1,4477.75,0,0,0,0
3.03,-1.73,0.19,-1560.98,918.1,4485.75,0,0,0,0
-6.97,-1.73,2.19,-1564.98,877.1,4464.75,0.0,0.0,-1.7,0.0
2.03,-0.73,1.19,-1544.98,859.1,4519.75,0,0,0,0
-0.97,-1.73,1.19,-1560.98,884.1,4480.75,0,0,0,0
0.03,-0.73,1.19,-1553.98,876.1,4473.75,0,0,0,0
9.03,0.27,-0.81,-1551.98,901.1,4498.75,0,0,0,0
-8.97,-6.73,2.19,-1548.98,889.1,4470.75,0,0,0,0
4.03,-1.73,0.19,-1551.98,895.1,4487.75,0,0,0,0
-2.97,-0.73,1.19,-1561.98,876.1,4464.75,0.0,0.0,-1.7,0.0
5.03,1.27,0.19,-1556.98,885.1,4489.75,0,0,0,0
-8.97,-2.73,2.19,-1559.98,884.1,4494.75,0,0,0,0
6.03,-0.73,0.19,-1551.98,898.1,4478.75,0,0,0,0
1.03,-0.73,1.19,-1557.98,890.1,4494.75,0,0,0,0
-2.97,-0.73,1.19,-1568.98,899.1,4489.75,0,0,0,0
8.03,0.27,0.19,-1563.98,873.1,4453.75,0,0,0,0
-0.97,-2.73,2.19,-1554.98,882.1,4474.75,0.0,0.0,-1.7,0.0
0.03,-0.73,1.19,-1563.98,885.1,4466.75,0,0,0,0
9.03,-0.73,-0.81,-1558.98,899.1,4477.75,0,0,0,0
-4.97,-0.73,2.19,-1550.98,885.1,4502.75,0,0,0,0
-5.97,-0.73,2.19,-1568.98,888.1,4478.75,0,0,0,0
7.03,0.27,-0.81,-1559.98,901.1,4477.75,0,0,0,0
1.03,-0.73,1.19,-1559.98,890.1,4500.75,0,0,0,0
-13.97,-1.73,4.19,-1566.98,864.1,4477.75,0.0,0.0,-1.7,0.0
11.03,0.27,-0.81,-1558.98,880.1,4504.75,0,0,0,0
7.03,0.27,-0.81,-1553.98,897.1,4482.75,0,0,0,0
-5.97,-1.73,2.19,-1568.98,867.1,4490.75,0,0,0,0
5.03,0.27,0.19,-1575.98,883.1,4528.75,0,0,0,0
-0.97,-0.73,1.19,-1570.98,880.1,4472.75,0,0,0,0
15.03,1.27,-1.81,-1537.98,899.1,4489.75,0,0,0,0
-10.97,-0.73,3.19,-1552.98,884.1,4480.75,0.0,0.0,-1.7,0.0
13.03,0.27,-0.81,-1550.98,911.1,4508.75,0,0,0,0
-5.97,-2.73,2.19,-1569.98,895.1,4476.75,0,0,0,0
0.03,-1.73,1.19,-1561.98,891.1,4448.75,0,0,0,0
5.03,1.27,0.19,-1553.98,880.1,4476.75,0.0,0.0,-1.7,0.0
-3.97,-1.73,2.19,-1542.98,877.1,4495.75,0,0,0,0
-21.97,-5.73,6.19,-1564.98,847.1,4470.75,0,0,0,0
9.03,-2.73,-1.81,-1534.98,880.1,4459.75,0,0,0,0
3.03,1.27,0.19,-1549.98,891.1,4481.75,0,0,0,0
-13.97,-2.73,3.19,-1542.98,853.1,4475.75,0,0,0,0
6.03,-0.73,0.19,-1564.98,874.1,4493.75,0,0,0,0
13.03,0.27,-1.81,-1541.98,909.1,4481.75,0.0,0.0,-1.7,0.0
-1.97,-0.73,1.19,-1567.98,876.1,4450.75,0,0,0,0
-1.97,-1.73,2.19,-1552.98,870.1,4499.75,0,0,0,0
1.03,-0.73,0.19,-1573.98,899.1,4468.75,0,0,0,0
1.03,-0.73,0.19,-1557.98,888.1,4491.75,0,0,0,0
1.03,-0.73,1.19,-1561.98,906.1,4459.75,0,0,0,0
-14.97,-0.73,5.19,-1568.98,838.1,4489.75,0,0,0,0
21.03,0.27,-2.81,-1555.98,892.1,4472.75,0.0,0.0,-1.7,0.0
-11.97,-3.73,3.19,-1544.98,880.1,4496.75,0,0,0,0
3.03,-1.73,0.19,-1547.98,879.1,4481.75,0,0,0,0
7.03,3.27,0.19,-1558.98,884.1,4502.75,0,0,0,0
-7.97,-2.73,2.19,-1552.98,874.1,4468.75,0,0,0,0
-13.97,1.27,4.19,-1573.98,851.1,4469.75,0,0,0,0
10.03,-2.73,-1.81,-1548.98,869.1,4456.75,0,0,0,0
23.03,2.27,-2.81,-1550.98,937.1,4487.75,0.0,0.0,-1.7,0.0
-7.97,2.27,3.19,-1568.98,885.1,4495.75,0,0,0,0
4.03,-3.73,1.19,-1547.98,877.1,4477.75,0,0,0,0
1.03,-0.73,1.19,-1557.98,904.1,4499.75,0,0,0,0
-3.97,0.27,2.19,-1558.98,891.1,4480.75,0,0,0,0
-1.97,-3.73,3.19,-1562.98,859.1,4477.75,0,0,0,0
9.03,-0.73,-1.81,-1546.98,911.1,4497.75,0,0,0,0
10.03,1.27,-1.81,-1563.98,893.1,4505.75,0.0,0.0,-1.7,0.0
-1.97,-1.73,2.19,-1555.98,871.1,4474.75,0,0,0,0
-3.97,-1.73,2.19,-1537.98,888.1,4485.75,0,0,0,0
19.03,4.27,-1.81,-1570.98,903.1,4491.75,0,0,0,0
-4.97,-2.73,2.19,-1583.98,891.1,4479.75,0,0,0,0
-23.97,-2.73,5.19,-1563.98,878.1,4472.75,0,0,0,0
36.03,7.27,-5.81,-1561.98,903.1,4513.75,0,0,0,0
-22.97,-5.73,5.19,-1555.98,890.1,4479.75,0.0,0.0,-1.7,0.0
-4.97,-2.73,3.19,-1559.98,863.1,4448.75,0,0,0,0
-14.97,-1.73,5.19,-1600.98,892.1,4499.75,0,0,0,0
22.03,4.27,-4.81,-1543.98,880.1,4455.75,0,0,0,0
9.03,-8.73,1.19,-1549.98,899.1,4446.75,0,0,0,0
12.03,7.27,-1.81,-1570.98,935.1,4516.75,0,0,0,0
-109.97,-20.73,23.19,-1616.98,760.1,4357.75,0,0,0,0
75.03,17.27,-12.81,-1568.98,884.1,4533.75,0,0,0,0
36.03,2.27,-5.81,-1537.98,977.1,4550.75,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2.03,-0.73,0.19,-1549.98,931.1,4523.75,0,0,0,0
-42.97,-0.73,11.19,-1582.98,877.1,4483.75,0,0,0,0
68.03,10.27,-12.81,-1538.98,957.1,4511.75,0,0,0,0
-44.97,-9.73,9.19,-1578.98,897.1,4455.75,0.0,0.0,-1.7,0.0
1.03,-1.73,1.19,-1560.98,864.1,4454.75,0,0,0,0
34.03,6.27,-5.81,-1570.98,933.1,4525.75,0,0,0,0
-20.97,-3.73,5.19,-1556.98,888.1,4469.75,0,0,0,0
10.03,0.27,-0.81,-1556.98,886.1,4480.75,0,0,0,0
-10.97,-2.73,3.19,-1566.98,888.1,4481.75,0,0,0,0
6.03,1.27,0.19,-1562.98,888.1,4475.75,0,0,0,0
4.03,-1.73,0.19,-1548.98,894.1,4498.75,0.0,0.0,-1.7,0.0
6.03,-0.73,0.19,-1554.98,906.1,4465.75,0,0,0,0
0.03,0.27,1.19,-1547.98,896.1,4493.75,0,0,0,0
2.03,0.27,1.19,-1562.98,887.1,4481.75,0,0,0,0
13.03,-0.73,-0.81,-1538.98,888.1,4503.75,0,0,0,0
-1.97,-1.73,2.19,-1572.98,896.1,4490.75,0,0,0,0
-8.97,0.27,3.19,-1570.98,878.1,4468.75,0,0,0,0
-13.97,-5.73,4.19,-1543.98,860.1,4463.75,0.0,0.0,-1.7,0.0
-5.97,-3.73,1.19,-1558.98,899.1,4490.75,0,0,0,0
14.03,3.27,-0.81,-1556.98,914.1,4483.75,0,0,0,0
-2.97,-0.73,2.19,-1547.98,888.1,4488.75,0,0,0,0
-12.97,-2.73,3.19,-1560.98,871.1,4472.75,0,0,0,0
14.03,2.27,-1.81,-1554.98,904.1,4472.75,0,0,0,0
-11.97,-4.73,4.19,-1528.98,897.1,4456.75,0,0,0,0
7.03,2.27,0.19,-1569.98,893.1,4462.75,0,0,0,0
-0.97,-2.73,1.19,-1551.98,884.1,4503.75,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2.03,0.27,0.19,-1547.98,893.1,4463.75,0,0,0,0
6.03,2.27,0.19,-1549.98,890.1,4475.75,0,0,0,0
0.03,-2.73,0.19,-1537.98,889.1,4480.75,0,0,0,0
-5.97,-0.73,3.19,-1559.98,913.1,4500.75,0.0,0.0,-1.7,0.0
-11.97,-0.73,3.19,-1556.98,882.1,4507.75,0,0,0,0
6.03,0.27,0.19,-1563.98,891.1,4470.75,0,0,0,0
1.03,-1.73,1.19,-1552.98,895.1,4495.75,0,0,0,0
-10.97,-2.73,3.19,-1563.98,868.1,4476.75,0,0,0,0
9.03,0.27,-0.81,-1558.98,898.1,4482.75,0,0,0,0
13.03,1.27,-0.81,-1543.98,912.1,4481.75,0,0,0,0
-22.97,-2.73,6.19,-1547.98,840.1,4494.75,0.0,0.0,-1.7,0.0
-37.97,3.27,11.19,-1574.98,880.1,4513.75,0,0,0,0
77.03,6.27,-14.81,-1542.98,964.1,4483.75,0,0,0,0
53.03,1.27,-9.81,-1539.98,1063.1,4531.75,0,0,0,0
-98.97,-12.73,20.19,-1554.98,849.1,4461.75,0,0,0,0
-9.97,-6.73,1.19,-1539.98,834.1,4438.75,0,0,0,0
11.03,9.27,0.19,-1568.98,884.1,4513.75,0,0,0,0
-23.97,-6.73,5.19,-1543.98,852.1,4447.75,0,0,0,0
26.03,-3.73,-3.81,-1545.98,860.1,4463.75,0,0,0,0
0,0,0,0,0,0,0,0,0,0
6.03,7.27,0.19,-1571.98,897.1,4513.75,0,0,0,0
-55.97,-5.73,12.19,-1579.98,808.1,4418.75,0,0,0,0
63.03,5.27,-9.81,-1539.98,923.1,4517.75,0,0,0,0
-13.97,-0.73,4.19,-1564.98,937.1,4524.75,0.0,0.0,-1.7,0.0
-14.97,-7.73,4.19,-1558.98,843.1,4425.75,0,0,0,0
12.03,-5.73,-0.81,-1537.98,851.1,4469.75,0,0,0,0
48.03,2.27,-8.81,-1526.98,933.1,4489.75,0,0,0,0
-23.97,-2.73,5.19,-1564.98,856.1,4458.75,0,0,0,0
19.03,0.27,-3.81,-1556.98,905.1,4480.75,0,0,0,0
20.03,5.27,-1.81,-1546.98,931.1,4511.75,0,0,0,0
-31.97,-8.73,6.19,-1557.98,884.1,4440.75,0,0,0,0
12.03,2.27,-1.81,-1558.98,906.1,4464.75,0,0,0,0
0,0,0,0,0,0,0,0,0,0
3.03,-1.73,1.19,-1553.98,868.1,4494.75,0,0,0,0
-12.97,-2.73,4.19,-1563.98,888.1,4473.75,0,0,0,0
9.03,1.27,-0.81,-1555.98,899.1,4487.75,0,0,0,0
-7.97,-3.73,3.19,-1545.98,858.1,4468.75,0,0,0,0
-10.97,-4.73,3.19,-1563.98,880.1,4462.75,0,0,0,0
4.03,1.27,1.19,-1563.98,874.1,4498.75,0,0,0,0
-7.97,-4.73,3.19,-1536.98,855.1,4482.75,0,0,0,0
-9.97,-0.73,3.19,-1563.98,882.1,4468.75,0,0,0,0
-15.97,-0.73,4.19,-1575.98,868.1,4464.75,0,0,0,0
14.03,0.27,-1.81,-1550.98,908.1,4527.75,0,0,0,0
-4.97,-1.73,2.19,-1562.98,901.1,4491.75,0,0,0,0
-7.97,-2.73,2.19,-1559.98,879.1,4482.75,0,0,0,0
5.03,0.27,0.19,-1555.98,909.1,4503.75,0,0,0,0
-1.97,0.27,2.19,-1560.98,888.1,4488.75,0,0,0,0
1.03,-0.73,1.19,-1562.98,896.1,4471.75,0,0,0,0
0.03,-0.73,1.19,-1561.98,889.1,4502.75,0.0,0.0,-1.7,0.0
3.03,-0.73,0.19,-1555.98,896.1,4469.75,0,0,0,0
-2.97,-0.73,2.19,-1567.98,896.1,4488.75,0,0,0,0
-0.97,0.27,1.19,-1572.98,882.1,4475.75,0,0,0,0
6.03,-0.73,0.19,-1567.98,897.1,4473.75,0,0,0,0
-5.97,-1.73,2.19,-1553.98,899.1,4482.75,0,0,0,0
-1.97,-1.73,1.19,-1563.98,876.1,4489.75,0,0,0,0
6.03,-0.73,0.19,-1559.98,890.1,4474.75,0.0,0.0,-1.7,0.0
7.03,1.27,0.19,-1548.98,894.1,4498.75,0,0,0,0
-11.97,-2.73,4.19,-1555.98,887.1,4493.75,0,0,0,0
8.03,-0.73,0.19,-1544.98,888.1,4476.75,0,0,0,0
8.03,0.27,0.19,-1554.98,894.1,4515.75,0,0,0,0
-14.97,-2.73,5.19,-1556.98,882.1,4497.75,0,0,0,0
1.03,-1.73,-0.81,-1546.98,898.1,4457.75,0,0,0,0
10.03,0.27,0.19,-1553.98,908.1,4486.75,0.0,0.0,-1.7,0.0
-11.97,-3.73,3.19,-1568.98,868.1,4479.75,0,0,0,0
10.03,0.27,-0.81,-1565.98,893.1,4487.75,0,0,0,0
14.03,1.27,-1.81,-1547.98,909.1,4457.75,0,0,0,0
-4.97,-0.73,2.19,-1555.98,902.1,4479.75,0,0,0,0
-5.97,0.27,2.19,-1572.98,891.1,4490.75,0,0,0,0
6.03,-0.73,0.19,-1556.98,896.1,4451.75,0,0,0,0
1.03,-0.73,1.19,-1552.98,896.1,4469.75,0.0,0.0,-1.7,0.0
-3.97,-0.73,2.19,-1563.98,901.1,4471.75,0,0,0,0
-2.97,-1.73,1.19,-1551.98,886.1,4489.75,0,0,0,0
7.03,-0.73,0.19,-1559.98,899.1,4477.75,0,0,0,0
-1.97,-0.73,2.19,-1546.98,901.1,4506.75,0,0,0,0
-13.97,-2.73,4.19,-1573.98,874.1,4460.75,0,0,0,0
13.03,1.27,-1.81,-1556.98,911.1,4491.75,0,0,0,0
3.03,-0.73,0.19,-1564.98,899.1,4490.75,0.0,0.0,-1.7,0.0
-2.97,-1.73,2.19,-1562.98,881.1,4465.75,0,0,0,0
9.03,-0.73,-0.81,-1563.98,890.1,4484.75,0,0,0,0
5.03,0.27,0.19,-1559.98,898.1,4486.75,0,0,0,0
-1.97,-1.73,1.19,-1551.98,907.1,4450.75,0,0,0,0
-9.97,-0.73,3.19,-1560.98,864.1,4494.75,0,0,0,0
0.03,-1.73,1.19,-1562.98,880.1,4460.75,0,0,0,0
10.03,0.27,-0.81,-1568.98,884.1,4507.75,0.0,0.0,-1.7,0.0
-3.97,-1.73,2.19,-1564.98,910.1,4470.75,0,0,0,0
4.03,0.27,0.19,-1552.98,897.1,4471.75,0,0,0,0
2.03,-0.73,1.19,-1537.98,884.1,4490.75,0,0,0,0
7.03,-0.73,0.19,-1558.98,908.1,4497.75,0.0,0.0,-1.7,0.0
-12.97,-2.73,4.19,-1547.98,869.1,4482.75,0,0,0,0
-1.97,-1.73,2.19,-1570.98,879.1,4452.75,0,0,0,0
5.03,-0.73,0.19,-1554.98,891.1,4516.75,0,0,0,0
-1.97,-0.73,1.19,-1540.98,888.1,4480.75,0,0,0,0
-5.97,-1.73,2.19,-1555.98,879.1,4490.75,0,0,0,0
9.03,0.27,0.19,-1553.98,892.1,4468.75,0,0,0,0
-4.97,-1.73,2.19,-1557.98,888.1,4481.75,0.0,0.0,-1.7,0.0
6.03,1.27,-0.81,-1533.98,907.1,4484.75,0,0,0,0
-8.97,-0.73,3.19,-1545.98,890.1,4455.75,0,0,0,0
4.03,-0.73,1.19,-1547.98,894.1,4489.75,0,0,0,0
-3.97,0.27,2.19,-1545.98,891.1,4498.75,0,0,0,0
-4.97,-2.73,2.19,-1555.98,890.1,4450.75,0,0,0,0
14.03,2.27,-1.81,-1549.98,918.1,4509.75,0,0,0,0
-13.97,-3.73,5.19,-1562.98,881.1,4485.75,0.0,0.0,-1.7,0.0
11.03,0.27,-0.81,-1548.98,898.1,4468.75,0,0,0,0
-5.97,-1.73,2.19,-1570.98,882.1,4462.75,0,0,0,0
4.03,0.27,0.19,-1562.98,889.1,4463.75,0,0,0,0
10.03,1.27,0.19,-1557.98,911.1,4492.75,0,0,0,0
-1.97,-1.73,2.19,-1566.98,897.1,4477.75,0,0,0,0
5.03,-0.73,0.19,-1580.98,905.1,4484.75,0,0,0,0
-3.97,-0.73,1.19,-1570.98,892.1,4472.75,0.0,0.0,-1.7,0.0
-7.97,-1.73,3.19,-1552.98,890.1,4476.75,0,0,0,0
-3.97,0.27,2.19,-1569.98,895.1,4520.75,0,0,0,0
-1.97,-0.73,1.19,-1568.98,882.1,4470.75,0,0,0,0
12.03,2.27,-0.81,-1541.98,911.1,4474.75,0,0,0,0
-7.97,-1.73,2.19,-1558.98,889.1,4499.75,0,0,0,0
-4.97,-1.73,2.19,-1543.98,881.1,4485.75,0,0,0,0
2.03,-0.73,1.19,-1555.98,877.1,4495.75,0.0,0.0,-1.7,0.0
-1.97,-1.73,2.19,-1568.98,901.1,4461.75,0,0,0,0
8.03,0.27,0.19,-1553.98,906.1,4507.75,0,0,0,0
2.03,-1.73,0.19,-1550.98,891.1,4509.75,0,0,0,0
7.03,-0.73,0.19,-1546.98,909.1,4487.75,0,0,0,0
0.03,-0.73,1.19,-1554.98,886.1,4510.75,0,0,0,0
-1.97,-2.73,1.19,-1550.98,893.1,4473.75,0,0,0,0
1.03,-2.73,1.19,-1557.98,886.1,4500.75,0.0,0.0,-1.7,0.0
-18.97,-11.73,3.19,-1517.98,861.1,4474.75,0,0,0,0
-0.97,-0.73,0.19,-1539.98,885.1,4456.75,0,0,0,0
-8.97,-4.73,1.19,-1529.98,873.1,4472.75,0,0,0,0
2.03,2.27,2.19,-1566.98,898.1,4508.75,0,0,0,0
-5.97,2.27,3.19,-1576.98,897.1,4479.75,0,0,0,0
22.03,-0.73,-2.81,-1557.98,888.1,4477.75,0,0,0,0
18.03,2.27,-2.81,-1555.98,948.1,4515.75,0.0,0.0,-1.7,0.0
68.03,-1.73,-13.81,-1489.98,983.1,4453.75,0,0,0,0
-86.97,-16.73,16.19,-1564.98,931.1,4382.75,0,0,0,0
-10.97,-1.73,3.19,-1594.98,841.1,4437.75,0,0,0,0
96.03,15.27,-17.81,-1526.98,1001.1,4590.75,0,0,0,0
-100.97,-17.73,21.19,-1562.98,881.1,4462.75,0,0,0,0
-1.97,4.27,1.19,-1564.98,862.1,4416.75,0,0,0,0
-28.97,-12.73,6.19,-1546.98,864.1,4444.75,0.0,0.0,-1.7,0.0
-24.97,-1.73,6.19,-1567.98,915.1,4493.75,0,0,0,0
-14.97,-0.73,4.19,-1577.98,857.1,4457.75,0,0,0,0
3.03,-4.73,0.19,-1539.98,895.1,4491.75,0,0,0,0
-23.97,-1.73,5.19,-1563.98,905.1,4456.75,0,0,0,0
13.03,-12.73,-2.81,-1529.98,868.1,4447.75,0,0,0,0
-3.97,-0.73,2.19,-1539.98,955.1,4563.75,0,0,0,0
-29.97,-2.73,7.19,-1565.98,882.1,4465.75,0,0,0,0
2.03,1.27,1.19,-1552.98,893.1,4503.75,0,0,0,0
-35.97,-5.73,9.19,-1566.98,854.1,4442.75,0,0,0,0
25.03,5.27,-3.81,-1568.98,897.1,4478.75,0,0,0,0
4.03,-4.73,0.19,-1557.98,877.1,4463.75,0,0,0,0
15.03,4.27,-1.81,-1570.98,925.1,4499.75,0.0,0.0,-1.7,0.0
-6.97,-1.73,2.19,-1569.98,861.1,4458.75,0,0,0,0
20.03,-0.73,-2.81,-1559.98,918.1,4495.75,0,0,0,0
12.03,1.27,-0.81,-1559.98,914.1,4548.75,0,0,0,0
4.03,1.27,0.19,-1553.98,939.1,4516.75,0,0,0,0
-54.97,-6.73,12.19,-1590.98,816.1,4423.75,0,0,0,0
63.03,5.27,-12.81,-1533.98,899.1,4487.75,0,0,0,0
16.03,3.27,-0.81,-1568.98,952.1,4560.75,0.0,0.0,-1.7,0.0
-22.97,-4.73,6.19,-1577.98,837.1,4404.75,0,0,0,0
36.03,3.27,-6.81,-1541.98,913.1,4468.75,0,0,0,0
-5.97,-0.73,2.19,-1544.98,934.1,4487.75,0,0,0,0
-38.97,-8.73,8.19,-1545.98,857.1,4458.75,0,0,0,0
22.03,3.27,-2.81,-1544.98,892.1,4489.75,0,0,0,0
6.03,2.27,-0.81,-1555.98,951.1,4481.75,0,0,0,0
8.03,1.27,0.19,-1560.98,911.1,4468.75,0,0,0,0
-10.97,-2.73,4.19,-1561.98,883.1,4479.75,0,0,0,0
-31.97,2.27,8.19,-1561.98,890.1,4521.75,0,0,0,0
-12.97,0.27,4.19,-1550.98,831.1,4437.75,0,0,0,0
20.03,-1.73,-1.81,-1549.98,896.1,4479.75,0,0,0,0
5.03,2.27,-0.81,-1558.98,923.1,4491.75,0.0,0.0,-1.7,0.0
5.03,2.27,1.19,-1565.98,881.1,4468.75,0,0,0,0
7.03,-2.73,0.19,-1554.98,884.1,4455.75,0,0,0,0
4.03,2.27,0.19,-1571.98,925.1,4515.75,0,0,0,0
-14.97,-5.73,3.19,-1557.98,867.1,4475.75,0,0,0,0
9.03,1.27,-0.81,-1554.98,915.1,4508.75,0,0,0,0
0.03,-0.73,1.19,-1553.98,897.1,4489.75,0,0,0,0
-10.97,-2.73,4.19,-1558.98,877.1,4476.75,0.0,0.0,-1.7,0.0
7.03,1.27,-0.81,-1554.98,913.1,4472.75,0,0,0,0
8.03,-0.73,-0.81,-1559.98,900.1,4483.75,0,0,0,0
-8.97,-1.73,3.19,-1561.98,923.1,4486.75,0,0,0,0
-21.97,-4.73,6.19,-1566.98,849.1,4475.75,0,0,0,0
15.03,1.27,-2.81,-1551.98,900.1,4496.75,0,0,0,0
-8.97,-2.73,3.19,-1568.98,893.1,4478.75,0,0,0,0
17.03,4.27,-2.81,-1542.98,930.1,4496.75,0.0,0.0,-1.7,0.0
-17.97,-5.73,5.19,-1560.98,876.1,4444.75,0,0,0,0
24.03,1.27,-3.81,-1537.98,914.1,4494.75,0,0,0,0
-15.97,-2.73,5.19,-1547.98,895.1,4484.75,0,0,0,0
43.03,-2.73,-8.81,-1515.98,949.1,4443.75,0.0,0.0,-1.7,0.0
-34.97,-4.73,9.19,-1596.98,843.1,4359.75,0,0,0,0
78.03,13.27,-13.81,-1576.98,975.1,4538.75,0,0,0,0
19.03,4.27,-2.81,-1562.98,978.1,4534.75,0,0,0,0
-63.97,-14.73,13.19,-1564.98,869.1,4454.75,0,0,0,0
-8.97,3.27,2.19,-1570.98,882.1,4524.75,0,0,0,0
-6.97,-6.73,1.19,-1552.98,860.1,4467.75,0,0,0,0
-25.97,-6.73,7.19,-1563.98,837.1,4448.75,0.0,0.0,-1.7,0.0
27.03,5.27,-2.81,-1564.98,911.1,4514.75,0,0,0,0
6.03,-1.73,0.19,-1581.98,892.1,4464.75,0,0,0,0
6.03,1.27,0.19,-1567.98,907.1,4488.75,0,0,0,0
15.03,4.27,-0.81,-1560.98,898.1,4494.75,0,0,0,0
0.03,-2.73,1.19,-1557.98,882.1,4508.75,0,0,0,0
-8.97,-3.73,3.19,-1569.98,891.1,4493.75,0,0,0,0
3.03,1.27,0.19,-1560.98,896.1,4458.75,0.0,0.0,-1.7,0.0
-11.97,-2.73,3.19,-1557.98,868.1,4461.75,0,0,0,0
-2.97,0.27,1.19,-1572.98,906.1,4490.75,0,0,0,0
-1.97,-1.73,2.19,-1574.98,862.1,4466.75,0,0,0,0
-0.97,-2.73,1.19,-1570.98,891.1,4468.75,0,0,0,0
7.03,1.27,0.19,-1552.98,908.1,4472.75,0,0,0,0
2.03,0.27,2.19,-1569.98,895.1,4500.75,0,0,0,0
-5.97,-1.73,3.19,-1582.98,886.1,4486.75,0.0,0.0,-1.7,0.0
-14.97,-2.73,4.19,-1618.98,887.1,4354.75,0,0,0,0
227.03,-2.73,-39.81,-1409.98,875.1,4493.75,0,0,0,0
-276.97,-49.73,56.19,-1590.98,831.1,4399.75,0,0,0,0
-132.97,-37.73,28.19,-1577.98,582.1,4231.75,0,0,0,0
319.03,69.27,-62.81,-1512.98,1142.1,4677.75,0,0,0,0
-149.97,-34.73,32.19,-1566.98,894.1,4467.75,0,0,0,0
6.03,8.27,0.19,-1602.98,855.1,4443.75,0.0,0.0,-1.7,0.0
64.03,20.27,-10.81,-1573.98,1010.1,4608.75,0,0,0,0
-122.97,-34.73,23.19,-1555.98,795.1,4357.75,0,0,0,0
91.03,23.27,-16.81,-1569.98,974.1,4554.75,0,0,0,0
-7.97,-5.73,3.19,-1550.98,905.1,4475.75,0,0,0,0
-40.97,-12.73,10.19,-1561.98,849.1,4479.75,0,0,0,0
61.03,15.27,-9.81,-1564.98,962.1,4551.75,0,0,0,0
-40.97,-10.73,10.19,-1563.98,873.1,4465.75,0.0,0.0,-1.7,0.0
-31.97,-10.73,8.19,-1567.98,847.1,4474.75,0,0,0,0
79.03,14.27,-14.81,-1537.98,970.1,4560.75,0,0,0,0
-63.97,-11.73,14.19,-1552.98,841.1,4454.75,0,0,0,0
13.03,9.27,-1.81,-1565.98,941.1,4524.75,0.0,0.0,-1.7,0.0
23.03,7.27,-3.81,-1567.98,912.1,4489.75,0,0,0,0
2.03,-1.73,0.19,-1555.98,918.1,4455.75,0,0,0,0
1.03,2.27,1.19,-1570.98,890.1,4481.75,0,0,0,0
19.03,1.27,-2.81,-1556.98,932.1,4495.75,0,0,0,0
-27.97,-7.73,7.19,-1562.98,889.1,4467.75,0,0,0,0
24.03,10.27,-2.81,-1575.98,959.1,4529.75,0,0,0,0
-4.97,-8.73,1.19,-1545.98,911.1,4434.75,0.0,0.0,-1.7,0.0
-35.97,-1.73,9.19,-1603.98,907.1,4488.75,0,0,0,0
42.03,12.27,-6.81,-1578.98,896.1,4473.75,0,0,0,0
-0.97,-4.73,1.19,-1546.98,919.1,4469.75,0,0,0,0
-20.97,-8.73,4.19,-1556.98,879.1,4481.75,0,0,0,0
2.03,1.27,0.19,-1557.98,918.1,4475.75,0,0,0,0
-9.97,-1.73,3.19,-1568.98,883.1,4469.75,0,0,0,0
1.03,0.27,0.19,-1559.98,911.1,4520.75,0.0,0.0,-1.7,0.0
0.03,-0.73,-2.81,-1555.98,869.1,4455.75,0,0,0,0
-9.97,-6.73,3.19,-1551.98,886.1,4469.75,0,0,0,0
17.03,6.27,-1.81,-1562.98,922.1,4511.75,0,0,0,0
-10.97,-1.73,4.19,-1568.98,876.1,4477.75,0,0,0,0
-2.97,-3.73,2.19,-1568.98,903.1,4473.75,0,0,0,0
27.03,6.27,-4.81,-1568.98,939.1,4495.75,0,0,0,0
-24.97,-2.73,5.19,-1574.98,899.1,4468.75,0.0,0.0,-1.7,0.0
8.03,3.27,1.19,-1588.98,897.1,4526.75,0,0,0,0
8.03,0.27,-0.81,-1576.98,935.1,4506.75,0,0,0,0
0.03,-2.73,2.19,-1574.98,909.1,4453.75,0,0,0,0
13.03,1.27,-1.81,-1577.98,928.1,4489.75,0,0,0,0
1.03,0.27,1.19,-1571.98,939.1,4492.75,0,0,0,0
-10.97,-3.73,3.19,-1576.98,905.1,4472.75,0,0,0,0
-7.97,-2.73,3.19,-1577.98,879.1,4501.75,0.0,0.0,-1.7,0.0
-4.97,-0.73,2.19,-1588.98,881.1,4467.75,0,0,0,0
4.03,2.27,0.19,-1578.98,919.1,4495.75,0,0,0,0
-20.97,-5.73,5.19,-1587.98,873.1,4482.75,0,0,0,0
27.03,2.27,-3.81,-1572.98,912.1,4488.75,0,0,0,0
-3.97,-1.73,2.19,-1568.98,930.1,4478.75,0,0,0,0
-36.97,-2.73,9.19,-1578.98,884.1,4458.75,0,0,0,0
37.03,6.27,-5.81,-1561.98,908.1,4460.75,0.0,0.0,-1.7,0.0
-21.97,-8.73,7.19,-1579.98,882.1,4471.75,0,0,0,0
57.03,6.27,-9.81,-1561.98,956.1,4494.75,0,0,0,0
21.03,3.27,-2.81,-1565.98,953.1,4506.75,0,0,0,0
