pitch,roll,yaw,accelX,accelY,accelZ,latitude,longitude,altitude,GPS_fix
-83.26,45.63,-183.22,2890.8,-14006.74,15804.93,0.0,0.0,-1.7,0.0
-2312.26,-1135.37,-1034.22,4138.8,-13246.74,13196.93,0,0,0,0
-3149.26,-2241.37,-2502.22,5849.8,-13589.74,9118.93,0,0,0,0
-1199.26,-1696.37,-1318.22,6632.8,-11319.74,3828.93,0,0,0,0
528.74,94.63,-820.22,7039.8,-10316.74,4096.93,0,0,0,0
198.74,-75.37,-425.22,7504.8,-11084.74,4079.93,0,0,0,0
-946.26,-567.37,-444.22,7553.8,-10209.74,4811.93,0,0,0,0
-197.26,-472.37,-400.22,7494.8,-9902.74,3918.93,0.0,0.0,-1.7,0.0
-20.26,-445.37,-280.22,7499.8,-10134.74,3876.93,0,0,0,0
-93.26,-490.37,-319.22,7501.8,-9931.74,3774.93,0,0,0,0
-302.26,-566.37,-315.22,7466.8,-9469.74,3741.93,0,0,0,0
-1456.26,-1080.37,-732.22,7302.8,-8841.74,2599.93,0,0,0,0
-716.26,-767.37,-330.22,6773.8,-7552.74,1644.93,0,0,0,0
491.74,-331.37,-185.22,6747.8,-6868.74,2307.93,0,0,0,0
1878.74,-523.37,-69.22,6781.8,-8791.74,2091.93,0,0,0,0
1118.74,1086.63,1125.78,7106.8,-11015.74,5029.93,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2845.74,1269.63,1113.78,5776.8,-13342.74,9868.93,0,0,0,0
3619.74,548.63,1225.78,3574.8,-13168.74,14507.93,0,0,0,0
2751.74,-567.37,515.78,2078.8,-10557.74,17092.93,0,0,0,0
1175.74,-711.37,-320.22,2316.8,-7553.74,18314.93,0,0,0,0
544.74,-596.37,-263.22,2965.8,-6932.74,17256.93,0,0,0,0
180.74,-563.37,-291.22,2949.8,-6420.74,17413.93,0,0,0,0
-70.26,-332.37,-245.22,3188.8,-6680.74,17561.93,0,0,0,0
-187.26,-350.37,-294.22,2967.8,-6378.74,17672.93,0.0,0.0,-1.7,0.0
-294.26,-433.37,-381.22,3068.8,-6638.74,17630.93,0,0,0,0
-361.26,-382.37,-294.22,3005.8,-6824.74,17292.93,0,0,0,0
-943.26,-387.37,-209.22,2830.8,-8089.74,17439.93,0,0,0,0
-802.26,-902.37,-602.22,3096.8,-8653.74,17089.93,0,0,0,0
-438.26,-850.37,-771.22,4161.8,-8876.74,16067.93,0,0,0,0
47.74,-526.37,-352.22,4180.8,-9358.74,16821.93,0,0,0,0
-182.26,-417.37,-387.22,4309.8,-9240.74,16768.93,0.0,0.0,-1.7,0.0
-223.26,-457.37,-343.22,4316.8,-9328.74,16521.93,0,0,0,0
85.74,-384.37,-271.22,4234.8,-9091.74,16532.93,0,0,0,0
-10.26,-314.37,-257.22,4089.8,-9488.74,16661.93,0,0,0,0
-42.26,-416.37,-233.22,4004.8,-9687.74,16767.93,0,0,0,0
374.74,-165.37,-171.22,3830.8,-8914.74,16927.93,0,0,0,0
167.74,-367.37,-205.22,3473.8,-8708.74,17138.93,0,0,0,0
29.74,-433.37,-244.22,3426.8,-8479.74,17010.93,0,0,0,0
-388.26,-454.37,-421.22,3535.8,-8631.74,17210.93,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-81.26,-385.37,-352.22,3552.8,-9027.74,17133.93,0,0,0,0
-180.26,-316.37,-244.22,3626.8,-8958.74,17038.93,0,0,0,0
-66.26,-459.37,-206.22,3616.8,-9228.74,16939.93,0,0,0,0
-43.26,-450.37,-274.22,3760.8,-9126.74,16847.93,0,0,0,0
-176.26,-456.37,-325.22,3791.8,-9224.74,16840.93,0,0,0,0
-2335.26,-900.37,-1062.22,3752.8,-10637.74,16609.93,0,0,0,0
-2590.26,-905.37,-1179.22,5870.8,-12054.74,13047.93,0,0,0,0
-3348.26,-994.37,-868.22,6200.8,-12276.74,11287.93,0.0,0.0,-1.7,0.0
-3428.26,-918.37,-1366.22,7479.8,-12576.74,3294.93,0,0,0,0
-1593.26,-1357.37,-1032.22,7255.8,-8366.74,3384.93,0,0,0,0
-471.26,-476.37,-249.22,7160.8,-8472.74,3350.93,0,0,0,0
145.74,-525.37,-297.22,6951.8,-8417.74,2217.93,0,0,0,0
494.74,-639.37,-328.22,6943.8,-8940.74,3187.93,0,0,0,0
1725.74,-564.37,-128.22,6661.8,-9611.74,2409.93,0,0,0,0
3184.74,1196.63,1017.78,6341.8,-12262.74,5411.93,0,0,0,0
2578.74,-216.37,1102.78,5360.8,-13893.74,8878.93,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2001.74,-974.37,498.78,2884.8,-14136.74,13995.93,0,0,0,0
2022.74,-1035.37,165.78,2989.8,-11545.74,15571.93,0,0,0,0
1998.74,-518.37,403.78,2986.8,-9812.74,16473.93,0,0,0,0
1434.74,-500.37,283.78,3131.8,-7974.74,17129.93,0,0,0,0
801.74,-461.37,25.78,2921.8,-6800.74,17323.93,0,0,0,0
925.74,-328.37,-41.22,2710.8,-5167.74,18199.93,0,0,0,0
876.74,-361.37,331.78,3104.8,-4392.74,16874.93,0,0,0,0
-112.26,-438.37,-378.22,2792.8,-4274.74,17555.93,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-1040.26,-434.37,-626.22,2843.8,-5172.74,17831.93,0,0,0,0
-1294.26,-359.37,-755.22,2613.8,-5862.74,18150.93,0,0,0,0
-2996.26,107.63,-1098.22,3109.8,-8490.74,15817.93,0,0,0,0
-2552.26,-218.37,-1102.22,2695.8,-11228.74,15629.93,0,0,0,0
-2293.26,-204.37,-857.22,2924.8,-13738.74,14574.93,0,0,0,0
-2377.26,-295.37,-1238.22,3911.8,-13367.74,10263.93,0,0,0,0
-1980.26,-33.37,-1111.22,4787.8,-13172.74,7978.93,0,0,0,0
-771.26,-193.37,-625.22,5490.8,-13398.74,8219.93,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-92.26,-511.37,-314.22,5580.8,-13091.74,6905.93,0,0,0,0
1248.74,-882.37,9.78,5441.8,-13336.74,6950.93,0,0,0,0
4386.74,-790.37,901.78,3851.8,-13607.74,13228.93,0,0,0,0
3874.74,-872.37,247.78,3274.8,-9999.74,16826.93,0,0,0,0
952.74,-522.37,-658.22,3863.8,-7217.74,17215.93,0.0,0.0,-1.7,0.0
469.74,-258.37,-581.22,3747.8,-6557.74,17420.93,0,0,0,0
79.74,-665.37,-605.22,3772.8,-6114.74,17229.93,0,0,0,0
329.74,-827.37,-604.22,4154.8,-5986.74,17453.93,0,0,0,0
75.74,-645.37,-472.22,3911.8,-6410.74,17694.93,0.0,0.0,-1.7,0.0
225.74,-405.37,-409.22,4111.8,-5303.74,17301.93,0,0,0,0
64.74,-763.37,-510.22,4538.8,-4972.74,16998.93,0,0,0,0
41.74,-827.37,-22.22,5019.8,-4484.74,17054.93,0,0,0,0
-20.26,-755.37,-142.22,5141.8,-4752.74,16845.93,0,0,0,0
-312.26,732.63,-93.22,4464.8,-4997.74,16976.93,0,0,0,0
126.74,-77.37,-216.22,3711.8,-4740.74,17454.93,0,0,0,0
-129.26,-326.37,-283.22,3555.8,-4703.74,17463.93,0.0,0.0,-1.7,0.0
-24.26,-506.37,-345.22,3644.8,-4748.74,17415.93,0,0,0,0
-73.26,-534.37,-399.22,3703.8,-4691.74,17327.93,0,0,0,0
73.74,-604.37,-393.22,3905.8,-4591.74,17201.93,0,0,0,0
87.74,-699.37,-457.22,4046.8,-4332.74,17154.93,0,0,0,0
-69.26,-514.37,-358.22,4280.8,-4222.74,16955.93,0,0,0,0
-98.26,-433.37,-300.22,4274.8,-4319.74,17038.93,0,0,0,0
-82.26,-413.37,-277.22,4294.8,-4424.74,17135.93,0.0,0.0,-1.7,0.0
-78.26,-422.37,-312.22,4279.8,-4416.74,17096.93,0,0,0,0
-69.26,-390.37,-322.22,4191.8,-4466.74,17212.93,0,0,0,0
-88.26,-390.37,-311.22,4190.8,-4447.74,17127.93,0,0,0,0
-78.26,-405.37,-325.22,4163.8,-4547.74,17157.93,0,0,0,0
-56.26,-347.37,-336.22,4120.8,-4468.74,17231.93,0,0,0,0
-163.26,-285.37,-332.22,4057.8,-4545.74,17220.93,0,0,0,0
-48.26,-608.37,-266.22,4033.8,-4590.74,17216.93,0.0,0.0,-1.7,0.0
-32.26,-443.37,-341.22,4032.8,-4564.74,17175.93,0,0,0,0
-95.26,-400.37,-283.22,4062.8,-4602.74,17232.93,0,0,0,0
-118.26,-443.37,-287.22,4086.8,-4729.74,17200.93,0,0,0,0
-204.26,-232.37,-268.22,4004.8,-4879.74,17480.93,0,0,0,0
-7.26,-668.37,-411.22,3998.8,-4932.74,17245.93,0,0,0,0
-20.26,-411.37,-325.22,4123.8,-4806.74,17299.93,0,0,0,0
26.74,-667.37,-293.22,4043.8,-4708.74,17360.93,0.0,0.0,-1.7,0.0
-86.26,-604.37,-258.22,4479.8,-4762.74,17033.93,0,0,0,0
-576.26,-1033.37,478.78,4428.8,-5316.74,16801.93,0,0,0,0
57.74,-1368.37,-1249.22,6806.8,-4811.74,16148.93,0,0,0,0
3244.74,2746.63,1394.78,3992.8,-5468.74,14559.93,0.0,0.0,-1.7,0.0
-169.26,-215.37,-1454.22,575.8,-1200.74,18716.93,0,0,0,0
-2273.26,-1613.37,-789.22,1546.8,-3378.74,16476.93,0,0,0,0
-1143.26,-983.37,-561.22,2238.8,-4953.74,17225.93,0,0,0,0
1236.74,-71.37,308.78,2592.8,-5891.74,18077.93,0,0,0,0
86.74,-450.37,-85.22,2642.8,-5235.74,17811.93,0,0,0,0
-127.26,-496.37,-256.22,2871.8,-5486.74,17285.93,0,0,0,0
209.74,-492.37,-38.22,2842.8,-5680.74,17243.93,0.0,0.0,-1.7,0.0
-467.26,-279.37,-248.22,3013.8,-5622.74,17585.93,0,0,0,0
-382.26,-400.37,-339.22,2876.8,-5707.74,17974.93,0,0,0,0
-197.26,-440.37,-198.22,2891.8,-5822.74,17527.93,0,0,0,0
15.74,-427.37,-194.22,2985.8,-5924.74,17522.93,0,0,0,0
